"id","channel","title","summary","url","published_date","source","severity","affected_states","raw_json","fetched_at","created_at"
"3113f000-3623-4e17-8110-773ef08a36fe","public_health","Health Alert Network (HAN) - CDC Stacks","The Health Alert Network (HAN) is CDC's primary method of sharing cleared information about urgent public health incidents with public ...","https://stacks.cdc.gov/cbrowse?parentId=cdc:24915",,"stacks.cdc.gov","high",,"{""title"":""Health Alert Network (HAN) - CDC Stacks"",""link"":""https://stacks.cdc.gov/cbrowse?parentId=cdc:24915"",""snippet"":""The Health Alert Network (HAN) is CDC's primary method of sharing cleared information about urgent public health incidents with public ...""}","2026-05-31 23:06:26.295941","2026-05-31 23:06:26.295941"
"31c3f740-7655-4927-9c08-404fa9c6e646","travel_advisory","CDC warns travelers about outbreak of untreatable ...","The CDC warned that Americans traveling to Brazil, Colombia, India, Mexico, Nigeria, Pakistan, the Philippines and Thailand may also face an ...","https://www.fox5dc.com/news/cdc-warns-travelers-about-outbreak-untreatable-mosquito-disease-4-countries",,"fox5dc.com","low",,"{""title"":""CDC warns travelers about outbreak of untreatable ..."",""link"":""https://www.fox5dc.com/news/cdc-warns-travelers-about-outbreak-untreatable-mosquito-disease-4-countries"",""snippet"":""The CDC warned that Americans traveling to Brazil, Colombia, India, Mexico, Nigeria, Pakistan, the Philippines and Thailand may also face an ..."",""date"":""Dec 9, 2025""}","2026-06-11 23:08:59.400017","2026-06-11 23:08:59.400017"
"332e8100-2598-4359-918c-f967c2f80889","public_health","Colorado Health Alert Network","The Colorado Health Alert Network (HAN) disseminates public health alerts and prevention guidelines to partners, providers, and key stakeholders.","https://cdphe.colorado.gov/health-alert-network",,"cdphe.colorado.gov","medium",,"{""title"":""Colorado Health Alert Network"",""link"":""https://cdphe.colorado.gov/health-alert-network"",""snippet"":""The Colorado Health Alert Network (HAN) disseminates public health alerts and prevention guidelines to partners, providers, and key stakeholders.""}","2026-05-31 23:06:26.226069","2026-05-31 23:06:26.226069"
"33fad2f5-6076-4a89-bfa8-b0f8151d23a4","travel_advisory","TravelGov | We issue Travel Advisories with Levels 1 – 4 ... - Instagram","We issue Travel Advisories with Levels 1 – 4. Level 4 means DO NOT TRAVEL. We assign Level 4 based on local conditions and/or our limited ...","https://www.instagram.com/p/DXuipOAEQL5/?hl=en",,"instagram.com","high",,"{""title"":""TravelGov | We issue Travel Advisories with Levels 1 – 4 ... - Instagram"",""link"":""https://www.instagram.com/p/DXuipOAEQL5/?hl=en"",""snippet"":""We issue Travel Advisories with Levels 1 – 4. Level 4 means DO NOT TRAVEL. We assign Level 4 based on local conditions and/or our limited ..."",""date"":""Apr 29, 2026""}","2026-06-11 23:08:59.122974","2026-06-11 23:08:59.122974"
"340ae871-09fc-44fe-bc44-0712485222ed","fda_recalls","HHP Medication Safety Watch: April 2025 - Harvard Health","Harvard Health Publishing shares selected recalls, withdrawals, and alerts from the FDA, drug and supplement makers, and other sources.","https://www.health.harvard.edu/hhp-medication-safety-watch-april-2025",,"health.harvard.edu","medium",,"{""title"":""HHP Medication Safety Watch: April 2025 - Harvard Health"",""link"":""https://www.health.harvard.edu/hhp-medication-safety-watch-april-2025"",""snippet"":""Harvard Health Publishing shares selected recalls, withdrawals, and alerts from the FDA, drug and supplement makers, and other sources.""}","2026-06-11 23:09:01.365158","2026-06-11 23:09:01.365158"
"34a60628-2c61-4ba5-9ee1-bfefb5582313","disaster","Presidential Major Disaster Declaration M4862 | Farm Service Agency","The president, signed a Presidential Major Disaster Declaration due to the severe storms, straight line winds, tornadoes, and flooding that affected Oklahoma.","https://www.fsa.usda.gov/news-events/news/03-18-2025/presidential-major-disaster-declaration-m4862",,"fsa.usda.gov","high",,"{""title"":""Presidential Major Disaster Declaration M4862 | Farm Service Agency"",""link"":""https://www.fsa.usda.gov/news-events/news/03-18-2025/presidential-major-disaster-declaration-m4862"",""snippet"":""The president, signed a Presidential Major Disaster Declaration due to the severe storms, straight line winds, tornadoes, and flooding that affected Oklahoma."",""date"":""Mar 18, 2025""}","2026-06-11 23:09:03.050949","2026-06-11 23:09:03.050949"
"3931bf80-c825-440a-b38d-9237f8cbb367","disaster","4892-DR-WI Initial Notice | FEMA.gov","SUPPLEMENTARY INFORMATION: Notice is hereby given that, in a letter dated September 11, 2025, the President issued a major disaster declaration ...","https://www.fema.gov/disaster-federal-register-notice/4892-dr-wi-initial-notice",,"fema.gov","high",,"{""title"":""4892-DR-WI Initial Notice | FEMA.gov"",""link"":""https://www.fema.gov/disaster-federal-register-notice/4892-dr-wi-initial-notice"",""snippet"":""SUPPLEMENTARY INFORMATION: Notice is hereby given that, in a letter dated September 11, 2025, the President issued a major disaster declaration ..."",""date"":""Sep 24, 2025""}","2026-06-11 23:09:02.661758","2026-06-11 23:09:02.661758"
"3cf2ebdd-d8f8-49c8-890b-f45634870198","disaster","New FEMA Major and Emergency Disaster Declarations","Search Your Location on FEMA's website to find active and past disaster declarations and helpful resources specific to your state or territory.","https://www.hudexchange.info/news/new-fema-major-disaster-declarations/",,"hudexchange.info","high",,"{""title"":""New FEMA Major and Emergency Disaster Declarations"",""link"":""https://www.hudexchange.info/news/new-fema-major-disaster-declarations/"",""snippet"":""Search Your Location on FEMA's website to find active and past disaster declarations and helpful resources specific to your state or territory."",""date"":""Nov 22, 2024""}","2026-06-11 23:09:02.726183","2026-06-11 23:09:02.726183"
"3db7b25d-1e7c-44a0-8e8d-cfc7c6949e9e","fda_recalls","Medical Product Safety Information - FDA","MedWatch alerts provide timely, actionable safety information on human drugs, medical devices, biologics, dietary supplements, ...","https://www.fda.gov/safety/medwatch-fda-safety-information-and-adverse-event-reporting-program/medical-product-safety-information",,"fda.gov","medium",,"{""title"":""Medical Product Safety Information - FDA"",""link"":""https://www.fda.gov/safety/medwatch-fda-safety-information-and-adverse-event-reporting-program/medical-product-safety-information"",""snippet"":""MedWatch alerts provide timely, actionable safety information on human drugs, medical devices, biologics, dietary supplements, ..."",""date"":""Oct 22, 2025""}","2026-06-11 23:09:00.535525","2026-06-11 23:09:00.535525"
"40838890-abb7-417a-89a4-91da12b5299a","fda_recalls","FDA Alert for Levothyroxine - American Thyroid Association","The FDA has upgraded an alert on levothyroxine tablets made by a specific manufacturer to a class II alert. Please visit the links below for ...","https://www.thyroid.org/fda-alert-levothyroxine-2025/",,"thyroid.org","medium",,"{""title"":""FDA Alert for Levothyroxine - American Thyroid Association"",""link"":""https://www.thyroid.org/fda-alert-levothyroxine-2025/"",""snippet"":""The FDA has upgraded an alert on levothyroxine tablets made by a specific manufacturer to a class II alert. Please visit the links below for ..."",""date"":""Aug 14, 2025""}","2026-06-11 23:09:01.502503","2026-06-11 23:09:01.502503"
"4083b18e-0266-413b-b1cb-6508964caab8","travel_advisory","Travel Advisory Guide: Level 4 Countries for U.S. Citizens","'Level 4' or 'Do Not Travel' is the highest advisory level, assigned to countries experiencing widespread violent crime, terrorism, Level 3: ...","https://www.squaremouth.com/travel-advice/travel-advisory-guide-level-4-countries-for-u-s-citizens",,"squaremouth.com","high",,"{""title"":""Travel Advisory Guide: Level 4 Countries for U.S. Citizens"",""link"":""https://www.squaremouth.com/travel-advice/travel-advisory-guide-level-4-countries-for-u-s-citizens"",""snippet"":""'Level 4' or 'Do Not Travel' is the highest advisory level, assigned to countries experiencing widespread violent crime, terrorism, Level 3: ..."",""date"":""Feb 25, 2025""}","2026-06-11 23:08:58.641195","2026-06-11 23:08:58.641195"
"40f2da3b-2b8c-41e6-8f4c-b559a4569909","travel_advisory","Table of Contents | Yellow Book - CDC","The CDC Yellow Book covers a variety of travel medicine topics for healthcare professionals. Severely Allergic Travelers. Overseas Injury and Death During ...","https://www.cdc.gov/yellow-book/hcp/contents/index.html",,"cdc.gov","low",,"{""title"":""Table of Contents | Yellow Book - CDC"",""link"":""https://www.cdc.gov/yellow-book/hcp/contents/index.html"",""snippet"":""The CDC Yellow Book covers a variety of travel medicine topics for healthcare professionals. Severely Allergic Travelers. Overseas Injury and Death During ...""}","2026-06-11 23:08:58.157616","2026-06-11 23:08:58.157616"
"416d9804-f7f0-4f0c-816a-02cd788f36a6","travel_advisory","Places the U.S. Government Warns Not to Travel Right Now","As of March 17, 21 countries have a Level 4 advisory, while 31 have a Level 3 warning. Overall, that's about a quarter of all countries that pose significantly ...","https://www.usnews.com/news/best-countries/articles/places-the-us-government-warns-not-to-travel-right-now",,"usnews.com","high",,"{""title"":""Places the U.S. Government Warns Not to Travel Right Now"",""link"":""https://www.usnews.com/news/best-countries/articles/places-the-us-government-warns-not-to-travel-right-now"",""snippet"":""As of March 17, 21 countries have a Level 4 advisory, while 31 have a Level 3 warning. Overall, that's about a quarter of all countries that pose significantly ...""}","2026-06-11 23:08:58.779268","2026-06-11 23:08:58.779268"
"41d60c42-3fe1-4adc-8d8b-a3eaba504de5","travel_advisory","Travelers' Health - CDC","Official U.S. government health recommendations for traveling. Provided by the U.S. Centers for Disease Control and Prevention (CDC).","https://wwwnc.cdc.gov/travel",,"wwwnc.cdc.gov","low",,"{""title"":""Travelers' Health - CDC"",""link"":""https://wwwnc.cdc.gov/travel"",""snippet"":""Official U.S. government health recommendations for traveling. Provided by the U.S. Centers for Disease Control and Prevention (CDC).""}","2026-06-11 23:08:57.949225","2026-06-11 23:08:57.949225"
"437cdb13-160f-4604-8a04-ecedead8e7ad","travel_advisory","U.S. - We issue Travel Advisories with Levels 1 – 4 ... - Facebook","Infographic with a list of countries currently with Level 4 Do Not Travel advisories. The.","https://www.facebook.com/travelgov/photos/we-issue-travel-advisories-with-levels-1-4-level-4-means-do-not-travel-we-assign/1299990582163989/",,"facebook.com","high",,"{""title"":""U.S. - We issue Travel Advisories with Levels 1 – 4 ... - Facebook"",""link"":""https://www.facebook.com/travelgov/photos/we-issue-travel-advisories-with-levels-1-4-level-4-means-do-not-travel-we-assign/1299990582163989/"",""snippet"":""Infographic with a list of countries currently with Level 4 Do Not Travel advisories. The."",""date"":""Jan 8, 2026""}","2026-06-11 23:08:58.916682","2026-06-11 23:08:58.916682"
"45e3b5dc-1c1c-4da6-98bd-3aba31272d03","disaster","Federal Disaster Declaration Fact Sheet | Senator Ted Cruz","On July 6, 2025, President Donald J. Trump granted a Major Disaster Declaration for the State of Texas triggering the release of federal funds to help ...","https://www.cruz.senate.gov/federal-disaster-declaration-fact-sheet",,"cruz.senate.gov","high",,"{""title"":""Federal Disaster Declaration Fact Sheet | Senator Ted Cruz"",""link"":""https://www.cruz.senate.gov/federal-disaster-declaration-fact-sheet"",""snippet"":""On July 6, 2025, President Donald J. Trump granted a Major Disaster Declaration for the State of Texas triggering the release of federal funds to help ...""}","2026-06-11 23:09:03.312107","2026-06-11 23:09:03.312107"
"46c7dc03-da24-4469-a4e8-6e8d7310b7e1","public_health","Washington Health Alert Network - 2025 Alert Messages","Washington Health Alert Network - 2025 Alert Messages ; 12/03/2025, Centers for Disease Control and Prevention, First Reported Outbreak Caused by Marburg Virus ...","https://doh.wa.gov/public-health-provider-resources/washington-health-alert-network/2025-alert-messages",,"doh.wa.gov","medium",,"{""title"":""Washington Health Alert Network - 2025 Alert Messages"",""link"":""https://doh.wa.gov/public-health-provider-resources/washington-health-alert-network/2025-alert-messages"",""snippet"":""Washington Health Alert Network - 2025 Alert Messages ; 12/03/2025, Centers for Disease Control and Prevention, First Reported Outbreak Caused by Marburg Virus ...""}","2026-05-31 23:06:26.504999","2026-05-31 23:06:26.504999"
"47868a74-1e86-4015-a428-f8c667740072","travel_advisory","Expanding Measles Outbreak in the United States and ...","As of March 7, 2025, Texas and New Mexico have reported 208 confirmed cases associated with this outbreak (198 in Texas and 10 in New Mexico).","https://www.cdc.gov/han/php/notices/han00522.html",,"cdc.gov","low",,"{""title"":""Expanding Measles Outbreak in the United States and ..."",""link"":""https://www.cdc.gov/han/php/notices/han00522.html"",""snippet"":""As of March 7, 2025, Texas and New Mexico have reported 208 confirmed cases associated with this outbreak (198 in Texas and 10 in New Mexico)."",""date"":""Mar 7, 2025""}","2026-06-11 23:08:59.331169","2026-06-11 23:08:59.331169"
"4b38026a-b4f3-46f8-a7c6-847c3d1ca310","disaster","Atlas of Disaster - Rebuild by Design","SEARCH YOUR STATE's DISASTER DECLARATIONS & FEDERAL ASSISTANCE. FEMA Disaster Declarations & Federal Assistance (2011-2024). fallback image. (Please use a ...","https://rebuildbydesign.org/atlas-of-disaster/",,"rebuildbydesign.org","low",,"{""title"":""Atlas of Disaster - Rebuild by Design"",""link"":""https://rebuildbydesign.org/atlas-of-disaster/"",""snippet"":""SEARCH YOUR STATE's DISASTER DECLARATIONS & FEDERAL ASSISTANCE. FEMA Disaster Declarations & Federal Assistance (2011-2024). fallback image. (Please use a ...""}","2026-06-11 23:09:02.211843","2026-06-11 23:09:02.211843"
"4cc68db4-6474-4fa7-8615-e756418178b5","fda_recalls","FDA medical device inspections in 2025: What we're seeing, what ...","As we move through 2025, FDA medical device inspections are revealing a clear shift in regulatory posture under the current administration.","https://www.hoganlovells.com/en/publications/fda-medical-device-inspections-in-2025",,"hoganlovells.com","low",,"{""title"":""FDA medical device inspections in 2025: What we're seeing, what ..."",""link"":""https://www.hoganlovells.com/en/publications/fda-medical-device-inspections-in-2025"",""snippet"":""As we move through 2025, FDA medical device inspections are revealing a clear shift in regulatory posture under the current administration."",""date"":""Sep 18, 2025""}","2026-06-11 23:09:01.981196","2026-06-11 23:09:01.981196"
"4e3a40d1-2869-499f-a24c-1d9f976970b5","disaster","Proposed Cuts to Federal Disaster Assistance Will Hit States Just as ...","In 2025, disasters with a PCI above $1.89 are considered eligible for a major disaster declaration. The federal government can and sometimes ...","https://www.urban.org/urban-wire/proposed-cuts-federal-disaster-assistance-will-hit-states-just-hurricane-season-ramps",,"urban.org","high",,"{""title"":""Proposed Cuts to Federal Disaster Assistance Will Hit States Just as ..."",""link"":""https://www.urban.org/urban-wire/proposed-cuts-federal-disaster-assistance-will-hit-states-just-hurricane-season-ramps"",""snippet"":""In 2025, disasters with a PCI above $1.89 are considered eligible for a major disaster declaration. The federal government can and sometimes ..."",""date"":""May 2, 2025""}","2026-06-11 23:09:03.182733","2026-06-11 23:09:03.182733"
"4f2e93da-aa57-44ed-9859-b044d284cfbf","public_health","2026 Hantavirus Outbreak: Testing for Potential Infection [May 18 ...","CDC first issued a Health Advisory (CDCHAN-00528) about this outbreak on May 8, 2026. Hantaviruses are a group of viruses that typically spread ...","https://stacks.cdc.gov/view/cdc/256554",,"stacks.cdc.gov","low",,"{""title"":""2026 Hantavirus Outbreak: Testing for Potential Infection [May 18 ..."",""link"":""https://stacks.cdc.gov/view/cdc/256554"",""snippet"":""CDC first issued a Health Advisory (CDCHAN-00528) about this outbreak on May 8, 2026. Hantaviruses are a group of viruses that typically spread ..."",""date"":""May 18, 2026""}","2026-05-31 23:06:25.944072","2026-05-31 23:06:25.944072"
"4fb30d25-93e4-4a67-8043-4289bc0801e2","disaster","FEMA: Increased Demand and Capacity Strains - Every CRS Report","Stafford Act Declaration Trends The average number of Stafford Act major disaster declarations has increased from an average of 39 per fiscal ...","https://www.everycrsreport.com/files/2025-01-02_IF12834_8e92084caee09d739a9898808ab4d0cc794ff499.html",,"everycrsreport.com","high",,"{""title"":""FEMA: Increased Demand and Capacity Strains - Every CRS Report"",""link"":""https://www.everycrsreport.com/files/2025-01-02_IF12834_8e92084caee09d739a9898808ab4d0cc794ff499.html"",""snippet"":""Stafford Act Declaration Trends The average number of Stafford Act major disaster declarations has increased from an average of 39 per fiscal ..."",""date"":""Jan 2, 2025""}","2026-06-11 23:09:02.468947","2026-06-11 23:09:02.468947"
"54c3777e-886a-4828-a0e1-42f5686f47b4","disaster","DHS: Disaster Declarations - Indiana State Government","Major Disaster Declaration for Public Assistance approved for spring 2025 severe storms and flooding. On July 22, 2025, President Donald Trump granted a ...","https://www.in.gov/dhs/emergency-management-and-preparedness/disaster-declarations/",,"in.gov","high",,"{""title"":""DHS: Disaster Declarations - Indiana State Government"",""link"":""https://www.in.gov/dhs/emergency-management-and-preparedness/disaster-declarations/"",""snippet"":""Major Disaster Declaration for Public Assistance approved for spring 2025 severe storms and flooding. On July 22, 2025, President Donald Trump granted a ...""}","2026-06-11 23:09:01.890401","2026-06-11 23:09:01.890401"
"58e12829-fa8f-407c-858c-139188462474","fda_recalls","Drug Recall Report - Community Health Plan of Washington","On 09/24/2025, ASCEND LABORATORIES LLC recalled ARIPIPRAZOLE 10 MG due to superpotent drug. The U.S. Food and Drug Administration (FDA) has issued a Class II ...","https://medicare.chpw.org/member-center/member-resources/prescription-drug-coverage/drug-recall-report/",,"medicare.chpw.org","low",,"{""title"":""Drug Recall Report - Community Health Plan of Washington"",""link"":""https://medicare.chpw.org/member-center/member-resources/prescription-drug-coverage/drug-recall-report/"",""snippet"":""On 09/24/2025, ASCEND LABORATORIES LLC recalled ARIPIPRAZOLE 10 MG due to superpotent drug. The U.S. Food and Drug Administration (FDA) has issued a Class II ...""}","2026-06-11 23:09:01.296262","2026-06-11 23:09:01.296262"
"5945e7a2-87ba-447a-912a-c33f20aa386e","public_health","CDC Alerts Clinicians About Potential for Imported Hantavirus Cases","The CDC has issued a Health Alert Network (HAN) health advisoryopens in a new tab or window on hantavirus, urging clinicians to be aware of ...","https://www.medpagetoday.com/infectiousdisease/generalinfectiousdisease/121192",,"medpagetoday.com","medium",,"{""title"":""CDC Alerts Clinicians About Potential for Imported Hantavirus Cases"",""link"":""https://www.medpagetoday.com/infectiousdisease/generalinfectiousdisease/121192"",""snippet"":""The CDC has issued a Health Alert Network (HAN) health advisoryopens in a new tab or window on hantavirus, urging clinicians to be aware of ..."",""date"":""May 12, 2026""}","2026-05-31 23:06:25.874137","2026-05-31 23:06:25.874137"
"5e1b91e2-2ec7-4304-a89b-e9eff4245c11","disaster","Current Disasters | FEMA.gov","Find resources and current information, including how to apply for federal assistance, during these ongoing major disaster declarations.","https://www.fema.gov/disaster/current",,"fema.gov","high",,"{""title"":""Current Disasters | FEMA.gov"",""link"":""https://www.fema.gov/disaster/current"",""snippet"":""Find resources and current information, including how to apply for federal assistance, during these ongoing major disaster declarations."",""date"":""Jun 1, 2026""}","2026-06-11 23:09:02.59728","2026-06-11 23:09:02.59728"
"60cf3a7d-1ef0-47bd-abb8-debed0ce58d1","public_health","Public Health Advisories - Ventura County Health Care Agency","CAHAN participants have the ability to receive alerts and notifications via, e-mail, phone (cellular and landline), and text message. Questions regarding CAHAN ...","https://hca.venturacounty.gov/public-health/advisories/",,"hca.venturacounty.gov","medium",,"{""title"":""Public Health Advisories - Ventura County Health Care Agency"",""link"":""https://hca.venturacounty.gov/public-health/advisories/"",""snippet"":""CAHAN participants have the ability to receive alerts and notifications via, e-mail, phone (cellular and landline), and text message. Questions regarding CAHAN ...""}","2026-05-31 23:06:26.922912","2026-05-31 23:06:26.922912"
"63f439af-fb59-4140-a4f6-c80a7a355b36","disaster","President Donald J. Trump Approves Major Disaster Declaration for ...","President Donald J. Trump Approves Major Disaster Declaration for Washington ; Release Date April 11, 2026, Release Number HQ-26-040 ...","https://www.fema.gov/press-release/20260411/president-donald-j-trump-approves-major-disaster-declaration-washington",,"fema.gov","high",,"{""title"":""President Donald J. Trump Approves Major Disaster Declaration for ..."",""link"":""https://www.fema.gov/press-release/20260411/president-donald-j-trump-approves-major-disaster-declaration-washington"",""snippet"":""President Donald J. Trump Approves Major Disaster Declaration for Washington ; Release Date April 11, 2026, Release Number HQ-26-040 ..."",""date"":""Apr 11, 2026""}","2026-06-11 23:09:01.634098","2026-06-11 23:09:01.634098"
"64679ebd-0603-4d69-8ae3-0170d8b299cd","travel_advisory","See travel advisories and register in STEP - USAGov","Level 3 - Reconsider travel. There may be serious risks involved when you travel to countries under a level 3 alert. Level 4 - Do not travel.","https://www.usa.gov/travel-advisory",,"usa.gov","high",,"{""title"":""See travel advisories and register in STEP - USAGov"",""link"":""https://www.usa.gov/travel-advisory"",""snippet"":""Level 3 - Reconsider travel. There may be serious risks involved when you travel to countries under a level 3 alert. Level 4 - Do not travel."",""date"":""Mar 26, 2026""}","2026-06-11 23:08:58.847964","2026-06-11 23:08:58.847964"
"65011ed4-3c1c-4816-96fd-93b779dc50df","travel_advisory","Destinations | Travelers' Health - CDC","CDC recommends all travelers get fully vaccinated against measles before traveling to any international destination.","https://wwwnc.cdc.gov/travel/destinations/list",,"wwwnc.cdc.gov","low",,"{""title"":""Destinations | Travelers' Health - CDC"",""link"":""https://wwwnc.cdc.gov/travel/destinations/list"",""snippet"":""CDC recommends all travelers get fully vaccinated against measles before traveling to any international destination.""}","2026-06-11 23:08:58.018171","2026-06-11 23:08:58.018171"
